"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","FIN","Finland","2012","2012",143,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","FRA","France","2000","2000",108132,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","FRA","France","2002","2002",117407,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","FRA","France","2008","2008",143783,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","FRA","France","2012","2012",154874,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","FRA","France","2000","2000",16202,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","FRA","France","2002","2002",15718,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","FRA","France","2008","2008",18422,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","FRA","France","2012","2012",19301,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","FRA","France","2000","2000",3833,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","FRA","France","2002","2002",4507,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","FRA","France","2008","2008",8194,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","FRA","France","2012","2012",12010,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","FRA","France","2000","2000",37193,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","FRA","France","2002","2002",41957,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","FRA","France","2008","2008",51012,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","FRA","France","2012","2012",48763,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","FRA","France","2000","2000",4065,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","FRA","France","2002","2002",4149,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","FRA","France","2008","2008",2907,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","FRA","France","2012","2012",2862,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","DEU","Germany","2000","2000",184649,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","DEU","Germany","2002","2002",194685,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","DEU","Germany","2008","2008",218688,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","DEU","Germany","2012","2012",223379,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","DEU","Germany","2000","2000",30454,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","DEU","Germany","2002","2002",32053,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","DEU","Germany","2008","2008",32165,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","DEU","Germany","2012","2012",27005,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","DEU","Germany","2000","2000",9403,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","DEU","Germany","2002","2002",10579,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","DEU","Germany","2008","2008",15070,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","DEU","Germany","2012","2012",16654,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","DEU","Germany","2000","2000",51710,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","DEU","Germany","2002","2002",55689,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","DEU","Germany","2008","2008",64147,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","DEU","Germany","2012","2012",71623,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","DEU","Germany","2000","2000",6754,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","DEU","Germany","2002","2002",6133,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","DEU","Germany","2008","2008",4440,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","DEU","Germany","2012","2012",4995,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","GRC","Greece","2000","2000",15354,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","GRC","Greece","2002","2002",16638,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","GRC","Greece","2008","2008",16260,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","GRC","Greece","2012","2012",17652,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","GRC","Greece","2000","2000",1570,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","GRC","Greece","2002","2002",1832,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","GRC","Greece","2008","2008",1600,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","GRC","Greece","2012","2012",1811,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","GRC","Greece","2000","2000",898,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","GRC","Greece","2002","2002",942,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","GRC","Greece","2008","2008",1036,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","GRC","Greece","2012","2012",1204,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","GRC","Greece","2000","2000",4254,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","GRC","Greece","2002","2002",4543,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","GRC","Greece","2008","2008",4680,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","GRC","Greece","2012","2012",4934,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","GRC","Greece","2000","2000",523,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","GRC","Greece","2002","2002",578,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","GRC","Greece","2008","2008",307,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","GRC","Greece","2012","2012",421,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","HUN","Hungary","2002","2002",22924,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","HUN","Hungary","2008","2008",24147,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","HUN","Hungary","2012","2012",23502,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","HUN","Hungary","2002","2002",3509,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","HUN","Hungary","2008","2008",3743,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","HUN","Hungary","2012","2012",3691,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","HUN","Hungary","2002","2002",2276,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","HUN","Hungary","2008","2008",2887,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","HUN","Hungary","2012","2012",3395,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","HUN","Hungary","2002","2002",5411,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","HUN","Hungary","2008","2008",5408,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","HUN","Hungary","2012","2012",5094,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","HUN","Hungary","2002","2002",1042,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","HUN","Hungary","2008","2008",1104,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","HUN","Hungary","2012","2012",1178,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","ISL","Iceland","2002","2002",534,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","ISL","Iceland","2008","2008",611,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","ISL","Iceland","2012","2012",689,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","ISL","Iceland","2002","2002",56,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","ISL","Iceland","2008","2008",65,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","ISL","Iceland","2012","2012",79,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","ISL","Iceland","2002","2002",60,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","ISL","Iceland","2008","2008",69,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","ISL","Iceland","2012","2012",80,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","ISL","Iceland","2002","2002",162,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","ISL","Iceland","2008","2008",185,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","ISL","Iceland","2012","2012",225,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","ISL","Iceland","2002","2002",13,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","ISL","Iceland","2008","2008",11,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","ISL","Iceland","2012","2012",14,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","IRL","Ireland","2000","2000",6102,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","IRL","Ireland","2002","2002",6392,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","IRL","Ireland","2008","2008",9076,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","IRL","Ireland","2012","2012",9504,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","IRL","Ireland","2000","2000",807,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","IRL","Ireland","2002","2002",813,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","IRL","Ireland","2008","2008",1032,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","IRL","Ireland","2012","2012",1082,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","IRL","Ireland","2000","2000",538,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","IRL","Ireland","2002","2002",598,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","IRL","Ireland","2008","2008",860,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","IRL","Ireland","2012","2012",1027,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","IRL","Ireland","2000","2000",1711,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","IRL","Ireland","2002","2002",1874,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","IRL","Ireland","2008","2008",2754,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","IRL","Ireland","2012","2012",2899,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","IRL","Ireland","2000","2000",170,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","IRL","Ireland","2002","2002",164,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","IRL","Ireland","2008","2008",285,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","IRL","Ireland","2012","2012",357,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","ITA","Italy","2000","2000",119029,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","ITA","Italy","2002","2002",129247,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","ITA","Italy","2008","2008",157109,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","ITA","Italy","2012","2012",162305,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","ITA","Italy","2000","2000",15474,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","ITA","Italy","2002","2002",17276,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","ITA","Italy","2008","2008",23212,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","ITA","Italy","2012","2012",21542,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","ITA","Italy","2000","2000",5689,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","ITA","Italy","2002","2002",6784,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","ITA","Italy","2008","2008",8493,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","ITA","Italy","2012","2012",10307,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","ITA","Italy","2000","2000",32037,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","ITA","Italy","2002","2002",36634,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","ITA","Italy","2008","2008",47514,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","ITA","Italy","2012","2012",50658,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","ITA","Italy","2000","2000",3711,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","ITA","Italy","2002","2002",3418,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","ITA","Italy","2008","2008",2880,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","ITA","Italy","2012","2012",2918,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","JPN","Japan","2002","2002",213232,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","JPN","Japan","2008","2008",253907,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","JPN","Japan","2012","2012",292484,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","JPN","Japan","2002","2002",37887,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","JPN","Japan","2008","2008",42240,,
"CANCCOLC","Malignant neoplasms of colon","NBWOMAPF","Number of female cases","JPN","Japan","2012","2012",48187,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","JPN","Japan","2002","2002",18889,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","JPN","Japan","2008","2008",26287,,
"CANCLUNC","Malignant neoplasms of lung","NBWOMAPF","Number of female cases","JPN","Japan","2012","2012",28839,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","JPN","Japan","2002","2002",32245,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","JPN","Japan","2008","2008",45853,,
"CANCBREC","Malignant neoplasms of female breast","NBWOMAPF","Number of female cases","JPN","Japan","2012","2012",55710,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","JPN","Japan","2002","2002",7772,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","JPN","Japan","2008","2008",8894,,
"CANCCEIX","Malignant neoplasms of cervix","NBWOMAPF","Number of female cases","JPN","Japan","2012","2012",9390,,
"CANCTOCA","Malignant neoplasms","NBWOMAPF","Number of female cases","KOR","Korea","2002","2002",43676,,
